"id","title","author","age_bands","flag_type","flag_reason","recommendation"
"59f97dc6-96c7-41e5-822c-963cfae4beb4","Holding Her Own: The Exceptional Life of Jackie Ormes","Traci N. Todd","5-7, 8-10","CLEAN","","Keep"
"6df0d6b8-5528-486b-ac8d-7af57da421ed","Hot Dog","Doug Salati","2-4, 5-7","CLEAN","","Keep"
"665c09d6-2481-4644-aaa9-8453d527439e","How a House Is Built","Gail Gibbons","2-4, 5-7","CLEAN","","Keep"
"a0a9265c-c1e6-42f8-a89a-d4218e91eac3","How Dinosaurs Went Extinct: A Safety Guide","Ame Dyckman","2-4, 5-7","CLEAN","","Keep"
"59825a90-3e9c-4274-8451-0692c31be197","How Do Dinosaurs Say Goodnight","Jane Yolen","2-4","CLEAN","","Keep"
"1e6c0a94-6ab8-4cf4-b551-d35db3ee30f5","How Many Seeds in a Pumpkin?","Margaret McNamara","5-7","CLEAN","","Keep"
"a3ee120a-fd01-4952-8d48-c095a9c4ca8a","How to Count to 1","Casper Salmon","2-4, 5-7","CLEAN","","Keep"
"b757bb46-56e4-46c3-81fe-35d5d71049d4","How to Find a Fox","Nilah Magruder","2-4","CLEAN","","Keep"
"38172710-2447-45d0-860f-cadf6945ad61","How to Write a Poem","Kwame Alexander","5-7","CLEAN","","Keep"
"60cc4f62-215b-482b-8f75-e8a003e3ff61","Human Body Theater","Maris Wicks","8-10","CLEAN","","Keep"
"941f636f-b69a-400d-a8f4-ccf669a9220e","I Did It!","Michael Emberley","2-4, 5-7","CLEAN","","Keep"
"69c7aa1b-e76e-4d86-831f-4e11bf64564b","I Like Myself!","Karen Beaumont","2-4, 5-7","CLEAN","","Keep"
"51eca779-fae5-4bb2-afea-e91abf52840d","If You Give a Mouse a Cookie","Laura Numeroff","2-4","CLEAN","","Keep"
"7a8abd24-5ca4-4313-9fbf-e67f5780b5df","If You Give a Pig a Pancake","Laura Numeroff","2-4","CLEAN","","Keep"
"cff4c227-257c-4f73-8825-5079a271e779","If You Made a Million","David M. Schwartz","5-7, 8-10","CLEAN","","Keep"
"f166d77a-714a-461a-88ba-53e0c2b7b86a","If You Plant a Seed","Kadir Nelson","2-4","CLEAN","","Keep"
"8bbb56d2-d371-4708-aa59-6fa2c6c27214","Iggy Peck, Architect","Andrea Beaty","2-4, 5-7","CLEAN","","Keep"
"17998ab4-fa54-43d1-8609-2f8fa815b497","In a Small Small Pond","Denise Fleming","2-4","CLEAN","","Keep"
"ecc79c13-3650-4904-8dc5-a1ba61000232","In Every Life","Marla Frazee","2-4, 5-7","CLEAN","","Keep"
"36270554-2d9b-4027-b7f0-5c1814a1a682","Inch by Inch","Leo Lionni","2-4","CLEAN","","Keep"
"867cc1c0-1217-4cab-8e58-84b3563a9951","Invisible Things","Andy J. Pizza","2-4, 5-7","CLEAN","","Keep"
"4fe5696f-a74f-4be2-8a83-2bfd6a63a725","Ish","Peter Reynolds","2-4, 5-7","CLEAN","","Keep"
"41667289-65ac-4a0d-93ab-c32b157b5600","Island Storm","Brian Floca","5-7","CLEAN","","Keep"
"82c0a2ac-8c49-45a1-9adb-1e7e2fe7c0e0","Iveliz Explains It All","Andrea Beatriz Arango","5-7, 8-10","CLEAN","","Keep"
"74bdd11a-4b39-4b35-987f-cc0a8148196d","J vs. K","Jerry Craft and Kwame Alexander","10-12, 8-10","CLEAN","","Keep"
"a0882c53-43f7-464a-9184-06451c1d8f5f","Jovita Wore Pants: The Story of a Mexican Freedom Fighter","Aida Salazar","2-4, 5-7","CLEAN","","Keep"
"9a3b440a-19f8-4e4a-b911-9d55fb113519","Jumanji","Chris Van Allsburg","2-4, 5-7","CLEAN","","Keep"
"80852334-2007-4931-908e-5c9ef2a39a3b","Jumper: A Day in the Life of a Backyard Jumping Spider","Jessica Lanan","5-7, 8-10","CLEAN","","Keep"
"b147c16a-1c98-4973-864e-59ab4c1bf942","Knuffle Bunny","Mo Willems","2-4","CLEAN","","Keep"
"1c15c86a-050a-45be-9c50-7a125e437df0","Legendary Frybread Drive-In: Intertribal Stories","edited by Cynthia Leitich Smith","10-12","CLEAN","","Keep"
"d8da174b-ef98-40c0-9aad-303aabbbf302","Leo the Late Bloomer","Robert Kraus","2-4","CLEAN","","Keep"
"43f2bcf6-b39d-49b6-a44c-e412b3d46def","Life after Whale","Lynn Brunelle","5-7, 8-10","CLEAN","","Keep"
"dd309e54-98ed-48e5-a3ab-16a0542017f8","Lilly's Purple Plastic Purse","Kevin Henkes","2-4, 5-7","CLEAN","","Keep"
"a87ce494-6264-494e-9861-a58e6dd3fd37","Little Bear","Else Holmelund Minarik","5-7","CLEAN","","Keep"
"8d689bd5-3fae-4871-b65c-482ea37eba91","Little Blue Truck","Alice Schertle","2-4","CLEAN","","Keep"
"e9f85bce-0ffa-4f8e-8403-df9600e8e66e","Little House in the Big Woods","Laura Ingalls Wilder","5-7, 8-10","CLEAN","","Keep"
"59d6dc24-da05-4440-a6ec-700b8376f0f0","Little Rebels","Yuyi Morales","5-7","CLEAN","","Keep"
"565cb2b4-e06a-4bbd-83d5-bc0294d0072e","Lola","Karla Arenas Valenti","2-4, 5-7","CLEAN","","Keep"
"3e3ebe0b-16b7-45bc-b233-6dd49c7eab1f","Mae and Gerty and the Matter with Matter","Elaine Vickers","5-7","CLEAN","","Keep"
"5c1d387e-e54f-4c06-8539-777384a1626a","Maizy Chen's Last Chance","Lisa Yee","5-7, 8-10","CLEAN","","Keep"
"4b6a73aa-6697-4825-95bd-10ee3c421ab1","Make Way for Ducklings","Robert McCloskey","2-4, 5-7","CLEAN","","Keep"
"eefd9881-2568-477d-b194-38ee0ad5b41f","Making Art","Diana Ejaita","2-4, 5-7","CLEAN","","Keep"
"dcf3c533-260c-46fa-b8af-d833661b3cee","Malcolm X: A Graphic Biography for Young Readers","Ibram X. Kendi","10-12","CLEAN","","Keep"
"74adedf5-42d5-44e9-91b7-58f26aa8b2d8","Mama Miti: Wangari Maathai and the Trees of Kenya","Donna Jo Napoli","2-4, 5-7","CLEAN","","Keep"
"2586df9d-d90d-475b-8e21-23c1656afec8","Mama Panya's Pancakes","Mary Chamberlin & Rich Chamberlin","5-7","CLEAN","","Keep"
"afe8975e-de44-4f66-b232-0a93212ab7ba","Maybe Something Beautiful","F. Isabel Campoy & Theresa Howell","2-4, 5-7","CLEAN","","Keep"
"65257dac-8d40-40eb-9987-47af0b1eadd6","Messy Roots","Laura Gao","10-12","CLEAN","","Keep"
"ea9a1df0-a65d-4e86-b64e-9f0390c32f67","Mexikid","Pedro Martín","5-7, 8-10","CLEAN","","Keep"
"cdafec6b-7f9b-4469-98cc-2ba297387371","Mike Mulligan and His Steam Shovel","Virginia Lee Burton","2-4, 5-7","CLEAN","","Keep"
"a97e9dcc-8605-411c-99b6-1422b1cd8d4b","Mimic Makers: Biomimicry Inventors Inspired by Nature","Kristen Nordstrom","5-7, 8-10","CLEAN","","Keep"
"98dc0f3d-9fca-43ed-a79d-bd805395e6c7","Miss Rumphius","Barbara Cooney","2-4, 5-7","CLEAN","","Keep"
"07b9091f-2db4-42a9-87da-bf19c2773f75","Mistaco","Eliza Kinkz","2-4","CLEAN","","Keep"
"31acd605-c68d-4caf-9101-83f2a7c319a9","Mixed: A Colorful Story","Arree Chung","2-4","CLEAN","","Keep"
"769a4e13-eef7-4616-bdd0-bf764d7b8f40","Moonbird","Phillip Hoose","10-12, 8-10","CLEAN","","Keep"
"a58a864c-dfa0-43c9-8461-f1240f655db0","Mr. Popper's Penguins","Richard and Florence Atwater","5-7, 8-10","CLEAN","","Keep"
"ed7ffd68-7cf7-40d6-9857-7810a53a1bd7","Mr. Revere and I","Robert Lawson","5-7, 8-10","CLEAN","","Keep"
"702a637c-d97e-44e1-a6cf-059a3e0ccd43","Mrs. Piggle-Wiggle","Betty MacDonald","5-7","CLEAN","","Keep"
"ffb5959d-8aa5-4f29-a26f-c01d7be5c43b","My Antarctica: True Adventures in the Land of Mummified Seals, Space Robots, and So Much More","G. Neri","8-10","CLEAN","","Keep"
"3db234ed-546c-4b3b-8043-ec1433fd1f20","My Antonia","Willa Cather","10-12","REMOVE","Mr. Shimerda's suicide by self-inflicted gunshot is depicted on-page and is a pivotal narrative event. Automatic ban: suicide.","Remove immediately"
"afdd6964-9729-4b39-bc67-7e61f4ec1abd","My Daddy Is a Cowboy","Stephanie Seales","2-4, 5-7","CLEAN","","Keep"
"ece6e720-e899-4d16-8b34-8ee6dd6b2e12","My Father's Dragon","Ruth Stiles Gannett","5-7","CLEAN","","Keep"
"75394ecd-118a-43d1-b61c-12ee40b0f9c8","My Heart Fills with Happiness","Monique Gray Smith","2-4","CLEAN","","Keep"
"83414db6-1d55-4ee9-975e-2c4585c6f8b2","My Side of the Mountain","Jean Craighead George","5-7, 8-10","CLEAN","","Keep"
"373d6813-bed4-4458-9fda-3c8566a6a6ff","My Strange Shrinking Parents","Zeno Sworder","5-7","CLEAN","","Keep"
"8076a409-593f-44ac-9866-dfa940422b1d","Neighborhood Sharks","Katherine Roy","8-10","CLEAN","","Keep"
"67c7c414-aa58-4089-9c10-479bf96067ab","Nell Plants a Tree","Anne Wynter","2-4, 5-7","CLEAN","","Keep"
"2ad54316-f66e-4668-8c30-dfea2fce2b78","Neon","Jason Reynolds","10-12, 8-10","CLEAN","","Keep"
"fdf9f565-4fae-4ca3-82dc-bc0ec27930d8","Never Give Up: Dr. Katalin Karikó and the Race to the COVID-19 Vaccine","Debbie Dadey","5-7","CLEAN","","Keep"
"35432dc8-06a8-4787-ae3c-334411f91d2e","NOA","Aaron Becker","5-7, 8-10","CLEAN","","Keep"
"bfb3cd70-4933-42ff-b14d-861e9627c19f","Not a Box","Antoinette Portis","2-4","CLEAN","","Keep"
"93751837-38bb-4195-9c16-42e51b2406d4","O Pioneers!","Willa Cather","10-12","REMOVE","Frank shoots and kills Emil and Marie (engaged in an extramarital affair) in a graphic double murder that is the dramatic climax of the novel. Automatic ban: graphic violence; adult sexual themes.","Remove immediately"
"d857f408-25a5-4b40-b85c-2b0847a94aad","Officer Buckle and Gloria","Peggy Rathmann","2-4, 5-7","CLEAN","","Keep"
"d5fec630-3776-41c7-9ede-018d1df57c84","Once Upon a Book","Grace Lin","2-4, 5-7","CLEAN","","Keep"
"3d8d04a8-c995-42af-872b-af90aa17834f","One Grain of Rice","Demi","5-7, 8-10","CLEAN","","Keep"
"f83c9cf8-0ffe-4194-8ca9-f17884ed9582","Our Lake","Angie Kang","2-4","CLEAN","","Keep"
"97d24e32-12cd-4955-965c-453a6f1ca315","Out of My Mind","Sharon M. Draper","10-12, 8-10","CLEAN","","Keep"
"c37d386a-384f-4ebc-a192-d022a160982c","Over and Under the Pond","Kate Messner","2-4, 5-7","CLEAN","","Keep"
"de0bdff0-25f4-442e-9fb1-b38b045cb1c0","Over in the Meadow","John Langstaff","2-4","CLEAN","","Keep"
"5280e340-b84c-45df-aa64-ab6c93be3436","Owl and Penguin","Vikram Madan","2-4, 5-7","CLEAN","","Keep"
"0a65cafe-2ed4-437b-91f7-c3d8b97ff8e3","Owl at Home","Arnold Lobel","2-4, 5-7","CLEAN","","Keep"
"413fd0ea-1b8e-412e-a3c8-8fb52e1614ea","Owl Moon","Jane Yolen","2-4, 5-7","CLEAN","","Keep"
"7202ae61-a957-488d-baa2-f858ecbdeb5e","Ox-Cart Man","Donald Hall","5-7, 8-10","CLEAN","","Keep"
"c4bd77c6-eebc-43fb-ba90-39d6efcd571a","Papá's Magical Water-Jug Clock","Jesús Trejo","2-4","CLEAN","","Keep"
"c9f60a49-a68b-43fb-ba80-d91c7d462a66","Plague-Busters! A Germ-Hunter's History of Fighting Deadly Disease","Lindsey Fitzharris","10-12, 8-10","CLEAN","","Keep"
"277210ae-377e-4e7f-8f1e-024f5351679b","Planting a Rainbow","Lois Ehlert","2-4","CLEAN","","Keep"
"6bd180f9-7b83-49c4-9bda-6da64f1e5fdd","Planting the Wild Garden","Kathryn O. Galbraith","5-7","CLEAN","","Keep"
"c2364917-f224-4f6a-b6e0-e1f6798c9364","Please Pay Attention","Jamie Sumner","10-12","CLEAN","","Keep"
"3dd5ddf3-152a-46aa-87dd-d55fc1094d22","Pocket","Katherine Applegate","8-10","CLEAN","","Keep"
"132926d5-66d5-43b6-9802-01a5f532e910","Pony","R.J. Palacio","5-7, 8-10","CLEAN","","Keep"
"e1799254-5eb7-47d1-80a4-53498c75d9a3","Popo the Xolo","Paloma Angelina Lopez","2-4, 5-7","CLEAN","","Keep"
"3034b7ff-4fdf-4dd2-9bfb-154d6ec41a04","Poppy","Avi","8-10","CLEAN","","Keep"
"acabaf79-91f6-4fdb-82d8-993ccddf41ca","Press Here","Herve Tullet","2-4","CLEAN","","Keep"
"127de517-98be-493e-8a0f-8982fb30b5de","Rain!","Linda Ashman","2-4","CLEAN","","Keep"
"50d9c57d-0e83-475e-bc84-657c461498eb","Ramona Quimby Age 8","Beverly Cleary","5-7, 8-10","CLEAN","","Keep"
"51497abd-9e63-46b5-a45c-8e1cd0f4f085","Ramona the Pest","Beverly Cleary","5-7","CLEAN","","Keep"
"c1c4b6b9-0e00-41ea-a327-b9f14481353b","Red Rising","Pierce Brown","10-12","REMOVE","Adult sci-fi with graphic gladiatorial killing throughout and a sexual assault threat against a main character. DB confirms ""Violence throughout."" Automatic ban: graphic violence + sexual content.","Remove immediately"
"771d8409-2080-43d8-84c7-821c6e0b85e6","Remarkably Ruby","Terri Libenson","8-10","CLEAN","","Keep"
"b38be417-362b-4101-95db-f6f91732825d","Revolutionary Mary: The True Story of One Woman, the Declaration of Independence, and America's Fight for Freedom","Karen Blumenthal and Jen McCartney","5-7, 8-10","CLEAN","","Keep"
"b99bb54f-d140-4be5-9905-868da408ea9d","Rosie Revere, Engineer","Andrea Beaty","2-4, 5-7","CLEAN","","Keep"
"b843eeb9-cbac-46e8-91f8-67528a761b72","Roxaboxen","Alice McLerran","2-4, 5-7","CLEAN","","Keep"
"4bcea89e-df02-456b-8119-d1231f83b861","Runaway Bunny","Margaret Wise Brown","2-4","CLEAN","","Keep"
"3374fa70-9372-46c2-84a2-d4de5f808858","Sam and Dave Dig a Hole","Mac Barnett","2-4, 5-7","CLEAN","","Keep"
"fb8514c6-dd24-4491-a3fe-c6efba4687d4","Santiago Saw Things Differently: Santiago Ramón y Cajal, Scientific Artist","Christine Iverson","5-7","CLEAN","","Keep"
"4bce4c59-7edb-459f-be92-0a6b7e10aedf","Savvy","Ingrid Law","5-7, 8-10","CLEAN","","Keep"
"84fa5cfc-c073-4b4c-9bb5-b31dcb2c513c","Seeds of Change","Jen Cullerton Johnson","5-7, 8-10","CLEAN","","Keep"
"8dbf5c30-09c9-4830-81c1-7017eb49e688","Seen and Unseen: What Dorothea Lange, Toyo Miyatake, and Ansel Adams's Photographs Reveal About the Japanese American Incarceration","Elizabeth Partridge","5-7, 8-10","CLEAN","","Keep"
"99e9ea5f-7915-4bab-8f28-c64c030baec8","Separate Is Never Equal","Duncan Tonatiuh","8-10","CLEAN","","Keep"
"d6c2204a-9dfc-4f6f-a649-536d3430047b","Separate Is Never Equal","Duncan Tonatiuh","8-10","CLEAN","","Keep"
"c4a50948-cf53-4caa-853e-5281f9bbe239","Shark Lady","Jess Keating","8-10","CLEAN","","Keep"
"a717fa07-f68a-436e-910c-d7a078c7d8aa","Shining Star: Vera Rubin Discovers Dark Matter","Suzanne Slade","5-7","CLEAN","","Keep"
"e8273e13-9ad5-4207-88a1-d923e62ae255","Shipwreck at the Bottom of the World","Jennifer Armstrong","10-12","CLEAN","","Keep"
"17a00390-9528-454e-a360-16460d43265c","Shipwrecked! by the Laws of Science: How 14 Shipwrecks Redefined What We Know About Our World","Martin W. Sandler","8-10","CLEAN","","Keep"
"65aa12d0-d4aa-4ad1-9ce7-1d17ac1304dd","Sideways Stories from Wayside School","Louis Sachar","5-7","CLEAN","","Keep"
"243fd485-11db-4113-b4e5-202bb89d2cdf","Simon Sort of Says","Erin Bow","8-10","CLEAN","","Keep"
"f4ee2fbb-9008-4c08-a882-986736b76901","Six Dots: A Story of Young Louis Braille","Jen Bryant","5-7, 8-10","CLEAN","","Keep"
"babc48d1-03f5-4ad9-b324-398585564ccc","Speak","Laurie Halse Anderson","10-12","REMOVE","Sexual assault (rape) is the explicit central subject; DB heads_up confirms this directly. Automatic ban: sexual content/sexual assault.","Remove immediately"
"da5b14b2-cede-4fac-9f15-f909f0c9bcd9","Stalactite and Stalagmite: A Big Tale From a Little Cave","Drew Beckmeyer","5-7","CLEAN","","Keep"
"dfb5d311-d062-47ed-97eb-5cb0f2164632","Stamped: Racism, Antiracism, and You","Jason Reynolds & Ibram X. Kendi","10-12, 8-10","CLEAN","","Keep"
"fc2b9d38-99f0-470f-8f2f-dc896bb523ee","Stellaluna","Janell Cannon","2-4, 5-7","CLEAN","","Keep"
"e7f81eb7-3dc4-4441-ab05-6114eeaa3e37","Steve Jobs: The Man Who Thought Different","Karen Blumenthal","10-12","CLEAN","","Keep"
"2c9db5d8-fe20-4e87-8add-6cb4c56b701f","Still Life","Alex London","5-7","CLEAN","","Keep"
"c74b07be-1021-45cd-94f3-454d568b3da1","Stone Soup","Jon J Muth","5-7","CLEAN","","Keep"
"3812272a-c4ae-4966-9f81-d93ab32544bd","Stop That Mop!","Jonathan Fenske","2-4, 5-7","CLEAN","","Keep"
"eb66ab88-d998-4ff7-9de4-902c1e841a38","Stuart Little","E.B. White","5-7, 8-10","CLEAN","","Keep"
"32efc50d-50b3-4b06-b7d8-590d66b9e9d8","Sulwe","Lupita Nyong'o","2-4, 5-7","CLEAN","","Keep"
"f91b7100-69c7-424a-b9bc-8bf4379057c3","Sunday","Marcelo Tolentino","2-4","CLEAN","","Keep"
"3932edb2-aea6-455d-be7b-d13100d9cae3","Sundust","Zeke Peña","5-7","CLEAN","","Keep"
"75af5533-9a1e-4b78-ac74-82ed89b7d115","Swimmy","Leo Lionni","2-4, 5-7","CLEAN","","Keep"
"fbbd7850-73da-4b53-9c22-46b928ce02d1","Swirl by Swirl: Spirals in Nature","Joyce Sidman","5-7","CLEAN","","Keep"
"52ad8126-48d6-41b3-a97a-0cb4cedc2099","Sylvester and the Magic Pebble","William Steig","2-4, 5-7","CLEAN","","Keep"
"f7e97f0f-8ca9-400b-8a50-6e9206482aa9","Temple Grandin","Sy Montgomery","10-12","CLEAN","","Keep"
"9214e510-21a7-421d-86df-ca8515fb71af","The Arabian Nights: Tales of 1001 Nights (Retold for Children)","Hanan Al-Shaykh","10-12","CLEAN","","Keep"
"147b0b62-b2cd-4830-9627-c32039aed9d9","The Astronaut Who Painted the Moon","Dean Robbins","5-7, 8-10","CLEAN","","Keep"
"e0b1627b-cacd-4c09-933e-7925c4561507","The Bear Out There","Jess Hannigan","2-4","CLEAN","","Keep"
"fb75474b-fc92-4ec8-8fbb-04eb162b2185","The Beetle Book","Steve Jenkins","8-10","CLEAN","","Keep"
"e233c979-8bb2-4fa5-9104-12f044ebbbd3","The Big Red Barn","Margaret Wise Brown","2-4","CLEAN","","Keep"
"f3dc1bda-55bd-4cf9-b5e8-e0d1a0a0fa12","The Biggest Bear","Lynd Ward","2-4, 5-7","CLEAN","","Keep"
"2093f602-f7f1-4953-ac34-f8ff61299852","The Book of Turtles","Sy Montgomery","5-7, 8-10","CLEAN","","Keep"
"c9224cbe-4a82-4c0b-aab0-9d6141021e5c","The Book With No Pictures","B.J. Novak","2-4","CLEAN","","Keep"
"c53c654e-74ce-4533-949d-f2810f50a9e3","The Boy Who Harnessed the Wind (Young Readers Edition)","William Kamkwamba & Bryan Mealer","8-10","CLEAN","","Keep"
"f8c2e905-6943-4358-ad88-cfce286fb793","The Bug Girl","Benjamin Harper & Sarah Glenn Marsh","5-7, 8-10","CLEAN","","Keep"
"652a4a92-4fe3-4c8d-b1f6-b63dc21bb6bb","The Carrot Seed","Ruth Krauss","2-4","CLEAN","","Keep"
"7dd3ee76-c8ad-4bf6-b8cd-06c89f078ce7","The Catcher in the Rye","J.D. Salinger","10-12","REMOVE","Contains pervasive profanity, explicit reference to hiring a prostitute, sustained alcohol and tobacco use, and depression with suicidal ideation. Multiple automatic bans.","Remove immediately"
"48c7b11a-6894-40a1-b67d-8bd5ef8d65f7","The Chocolate War","Robert Cormier","10-12","REMOVE","Contains sexual content (masturbation scenes), profanity throughout, and graphic physical violence. Multiple automatic bans.","Remove immediately"
"b05ba6b0-0128-43bd-8021-bbf22bf7262c","The Cricket in Times Square","George Selden","5-7, 8-10","CLEAN","","Keep"
"4f11b53c-6250-47bf-80ca-8778c3c644c4","The Darkest Dark","Chris Hadfield","5-7","CLEAN","","Keep"
"9ad06389-431f-4d26-b414-3f4c7e887032","The Day the Books Disappeared","Joanna Ho","5-7","CLEAN","","Keep"
"22e98cd3-6db4-4346-b4ac-df8b770c97bf","The Day the Crayons Quit","Drew Daywalt","2-4, 5-7","CLEAN","","Keep"
"f263e9df-148b-4056-aa98-19cbdb39bd47","The Devil in the White City","Erik Larson","10-12","REMOVE","Adult nonfiction about a serial killer's murders described in graphic detail. DB confirms ""Serial murder is a parallel narrative."" Automatic ban: graphic violence.","Remove immediately"
"51b5caee-1c68-41db-8be6-a053df58b774","The Dot","Peter H. Reynolds","2-4, 5-7","CLEAN","","Keep"
"10d5d8c1-b00a-41e6-b9c8-415819b1ab76","The Dot","Peter H. Reynolds","5-7","CLEAN","","Keep"
"10d434b4-4436-45e2-a239-77387e5bc693","The Enigma Girls: How Ten Teenagers Broke Ciphers, Kept Secrets, and Helped Win World War II","Candace Fleming","10-12, 8-10","CLEAN","","Keep"
"3d6600b3-ffc9-4c20-9779-7ba7aa00316f","The Evolution of Calpurnia Tate","Jacqueline Kelly","10-12","CLEAN","","Keep"
"fbd33b8a-7fbb-45d1-8f43-8e7b039ac14c","The Eyes and the Impossible","Dave Eggers","8-10","CLEAN","","Keep"
"71aacee5-d8a6-47ae-a69f-dc7cf0afe970","The Fabulous Fannie Farmer: The Woman Who Changed the Way America Cooks","Emma Bland Smith","5-7","CLEAN","","Keep"
"e6035f6d-fe19-4018-a253-97e023950147","The Fantastic Undersea Life of Jacques Cousteau","Dan Yaccarino","5-7","CLEAN","","Keep"
"33d7446f-af57-4170-90f6-6f3789f8b710","The First State of Being","Erin Entrada Kelly","8-10","CLEAN","","Keep"
"6091c39a-c911-41b8-ae25-00f48e5c470e","The Fourteenth Goldfish","Jennifer L. Holm","10-12","CLEAN","","Keep"
"013bbf8b-3c5c-485a-b29e-0e5475779d8f","The Garden of Abdul Gasazi","Chris Van Allsburg","2-4, 5-7","CLEAN","","Keep"
"d0a2bad1-3027-4669-a244-7cfd1c301a15","The Genius of Islam","Bryn Barnard","10-12, 8-10","CLEAN","","Keep"
"ec9390ea-b374-49b9-8ff3-419f180a5c92","The Girl Who Drew Butterflies","Joyce Sidman","10-12, 8-10","CLEAN","","Keep"
"b920893f-d8bc-4cbf-9d85-7d18dea16f49","The Girl Who Drew Butterflies","Joyce Sidman","10-12, 8-10","CLEAN","","Keep"
"9b82155c-7913-4822-85d2-d86bf59254ee","The Girl Who Thought in Pictures","Julia Finley Mosca","5-7, 8-10","CLEAN","","Keep"
"2279424a-cf6b-4916-b1ab-a5b9a259a6e4","The Giving Tree","Shel Silverstein","2-4, 5-7","CLEAN","","Keep"
"1bf8f9d6-ec31-4a51-b64f-7ca3dd8ef50a","The Good Egg","Jory John","5-7","CLEAN","","Keep"
"29f0f6a1-50a4-4922-80f3-294584b2b302","The Great Brain","John D. Fitzgerald","5-7, 8-10","CLEAN","","Keep"
"f39b3106-fb3e-489b-90f7-e610081fcc52","The Great Kapok Tree","Lynne Cherry","5-7, 8-10","CLEAN","","Keep"
"31b4863b-8e82-4748-b9a4-1163dcf7195e","The Great Wall of Lucy Wu","Wendy Wan-Long Shang","8-10","CLEAN","","Keep"
"31dbad49-7025-4c99-8245-4e12bbe74d79","The Hello Goodbye Window","Norton Juster","2-4","CLEAN","","Keep"
"3ed5cb33-d727-4358-a28e-59f861a4ccfb","The History of We","Nikkolas Smith","5-7","CLEAN","","Keep"
"64b561f6-80ac-4bcc-b8b8-48831eaedb7a","The Honey Bee","Kirsten Hall","2-4","CLEAN","","Keep"
"95fcebf3-cdf9-43c0-ac28-b0f6cff897cc","The Hundred Dresses","Eleanor Estes","8-10","CLEAN","","Keep"
"d82370df-abda-4756-ba5b-fc636779146d","The Iguanodon's Horn: How Two Centuries of Mystery, Mistakes, and Fossil Fixes Changed the Way We Look at Dinosaurs","Sean Rubin","5-7, 8-10","CLEAN","","Keep"
"b4a7aeec-7a55-4cd8-9a03-b51680f7a768","The Impossible Creatures","Katherine Rundell","10-12, 8-10","CLEAN","","Keep"
"66e09d05-82af-45f5-b301-ba0ebcda36bc","The Incredibly Human Henson Blayze","Derrick Barnes","8-10","CLEAN","","Keep"
"33335f36-1a1d-458f-997e-ef9e5e2c4902","The Invisible Parade","Leigh Bardugo and John Picacio","5-7","CLEAN","","Keep"
"f7aebc9f-6d92-4da4-9de8-610f8423081b","The Iridescence of Birds","Patricia MacLachlan","5-7","CLEAN","","Keep"
"7898ea87-a970-4736-aed4-4853c99e7a04","The Keeping Quilt","Patricia Polacco","2-4, 5-7","CLEAN","","Keep"
"4b583c71-917b-4d6e-a693-f37ea19f85e4","The Last Mapmaker","Christina Soontornvat","5-7, 8-10","CLEAN","","Keep"
"1ae3aa56-373d-4ff4-ae95-37b15b2c7963","The Lemonade War","Jacqueline Davies","5-7, 8-10","CLEAN","","Keep"
"2f5f79d2-37cc-4e37-99a6-faf11d44d7a2","The Library in the Woods","R. Gregory Christie","5-7","CLEAN","","Keep"
"c91b8f1f-ee92-473d-98d6-b5fadcb9f097","The Lighthouse Keeper","Eugenio Fernández Vázquez","2-4, 5-7","CLEAN","","Keep"
"7b51ed13-7aff-498d-bef0-5917d58b88fd","The Listening Walk","Paul Showers","2-4, 5-7","CLEAN","","Keep"
"ef8874ad-9b6f-4064-9066-c6838f9290e4","The Little House","Virginia Lee Burton","2-4, 5-7","CLEAN","","Keep"
"6a899655-e69e-41bb-a5c6-1b6f498c7985","The Lorax","Dr. Seuss","2-4, 5-7","CLEAN","","Keep"
"7fb8eb2e-b322-41a1-a5c7-90af54aecb92","The Lost City of Z (Young Readers Edition)","David Grann","10-12, 8-10","CLEAN","","Keep"
"478900ef-be38-4908-bb99-f613975dcd6d","The Lumbering Giants of Windy Pines","Mo Netz","8-10","CLEAN","","Keep"
"7323a15c-c368-4e6f-bc7a-4bb803520a0d","The Many Assassinations of Samir, the Seller of Dreams","Daniel Nayeri","8-10","CLEAN","","Keep"
"b9d3cdbb-1352-44dc-8fc6-e5dbe3066e17","The Map Trap","Andrew Clements","8-10","CLEAN","","Keep"
"9f92c599-c5e1-4f13-897c-32e6d87c1dc4","The Marvellers","Dhonielle Clayton","5-7, 8-10","CLEAN","","Keep"
"b90ce443-978b-4bb8-aebb-915dc877be54","The Moffats","Eleanor Estes","5-7","CLEAN","","Keep"
"7895644f-0f3c-4a9a-b591-662adc18f8f5","The Mona Lisa Vanishes: A Legendary Painter, a Shocking Heist, and the Birth of a Global Celebrity","Nicholas Day","8-10","CLEAN","","Keep"
"fbeac55d-117f-41f9-a184-3379bb6b3e5d","The Most Magnificent Thing","Ashley Spires","5-7","CLEAN","","Keep"
"136580be-f8f4-4eec-a195-e71b9ca2f2a0","The Most Magnificent Thing","Ashley Spires","5-7","CLEAN","","Keep"
"8c8af4c0-4610-4402-9e7a-ce2ec930d15f","The Name Jar","Yangsook Choi","5-7","CLEAN","","Keep"
"8b1eb658-0636-439f-8671-01ec44e019b0","The Name Jar","Yangsook Choi","5-7","CLEAN","","Keep"
"10ca9ca4-fd5c-47bf-899c-cb3c10960301","The Napping House","Audrey Wood","2-4","CLEAN","","Keep"
