id,title,author,orbital_score,reading_level,book_format,parent_role,hook,status,browse_visible,cover_image_url,year_published,age_bands,themes,subjects
f3dc1bda-55bd-4cf9-b5e8-e0d1a0a0fa12,The Biggest Bear,Lynd Ward,4,pre-reader,picture-book,read-together,Johnny brings home a bear cub — and learns the hard way that wild animals and farms don't mix for long.,active,False,https://covers.openlibrary.org/b/id/255418-L.jpg,1952,"2-4, 5-7","bears, consequences, New-England, responsibility, wild-animals",
c9224cbe-4a82-4c0b-aab0-9d6141021e5c,The Book With No Pictures,B.J. Novak,4,pre-reader,picture-book,read-together,A book that forces adults to say increasingly ridiculous things out loud — and proves that words alone are entertainment.,active,True,https://covers.openlibrary.org/b/id/7306621-L.jpg,2014,2-4,"humor, language-play, reader-engagement, reading",
652a4a92-4fe3-4c8d-b1f6-b63dc21bb6bb,The Carrot Seed,Ruth Krauss,4,pre-reader,picture-book,read-together,A boy plants a carrot seed while everyone tells him it won't grow — and it grows.,active,False,https://covers.openlibrary.org/b/id/10935277-L.jpg,1945,2-4,"belief, gardening, growth, patience, persistence",
22e98cd3-6db4-4346-b4ac-df8b770c97bf,The Day the Crayons Quit,Drew Daywalt,5,pre-reader,picture-book,read-together,"Duncan's crayons each have a grievance — and their letters reveal color theory, fair use, and the full spectrum of artistic frustration.",active,True,https://covers.openlibrary.org/b/id/8314152-L.jpg,2013,"2-4, 5-7","colors, communication, creativity, humor, perspective",
51b5caee-1c68-41db-8be6-a053df58b774,The Dot,Peter H. Reynolds,4,pre-reader,picture-book,read-together,A girl who says she cannot draw makes a single dot. Then everything changes.,active,True,https://covers.openlibrary.org/b/isbn/9781948381741-L.jpg,2003,"2-4, 5-7","art, creativity, growth, mentorship, self-doubt, self-expression","art, language-arts, social-emotional"
013bbf8b-3c5c-485a-b29e-0e5475779d8f,The Garden of Abdul Gasazi,Chris Van Allsburg,4,early-reader,picture-book,read-together,A boy chases a dog into a forbidden garden — and comes out unsure of what is real.,active,False,https://covers.openlibrary.org/b/id/255534-L.jpg,1979,"2-4, 5-7","consequences, dogs, imagination, magic, mystery",
2279424a-cf6b-4916-b1ab-a5b9a259a6e4,The Giving Tree,Shel Silverstein,5,pre-reader,picture-book,read-together,A tree gives everything she has to a boy she loves across a lifetime — and the book refuses to tell you how to feel about it.,active,False,https://covers.openlibrary.org/b/id/8981758-L.jpg,1964,"2-4, 5-7","generosity, growing-up, nature, relationships, seasons",
56289d90-91d3-41bd-8cbc-d38ccaf53bf0,The Hair Book,Andrea J. Brown-Wood,3,pre-reader,picture-book,read-together,A celebration of Black hair through generations — the verse goes straight to the heart and the art is a loving archive of Black beauty across time.,active,True,https://covers.openlibrary.org/b/id/8157718-L.jpg,2026,2-4,"Black-hair, celebration, culture, heritage, identity",social-emotional
31dbad49-7025-4c99-8245-4e12bbe74d79,The Hello Goodbye Window,Norton Juster,4,pre-reader,picture-book,read-together,"The kitchen window at Nanna and Poppy's house is where everything happens — hello, goodbye, and all the in-between.",active,True,https://covers.openlibrary.org/b/id/6929671-L.jpg,2005,2-4,"daily-life, grandparents, magic-in-ordinary",social-emotional
64b561f6-80ac-4bcc-b8b8-48831eaedb7a,The Honey Bee,Kirsten Hall,5,pre-reader,picture-book,read-together,A poem that hums. Your child will never look at a flower the same way after this one.,active,True,https://covers.openlibrary.org/b/isbn/9781665904841-L.jpg,2018,2-4,"bees, community-labor, food-systems, interdependence, pollination, seasons","language-arts, science"
7898ea87-a970-4736-aed4-4853c99e7a04,The Keeping Quilt,Patricia Polacco,5,pre-reader,picture-book,read-together,A quilt made from immigrant clothing travels through four generations — a family history you can touch.,active,False,https://covers.openlibrary.org/b/id/2078991-L.jpg,1988,"2-4, 5-7","family-history, immigration-to-US, memory, quilts, traditions",
c91b8f1f-ee92-473d-98d6-b5fadcb9f097,The Lighthouse Keeper,Eugenio Fernández Vázquez,3,pre-reader,picture-book,read-together,A lighthouse keeper and the sailors his light guides — a meditation on purpose and solitude that has astonishing visual depth.,active,True,https://m.media-amazon.com/images/I/91-I+ErxTdL._SL500_.jpg,2025,"2-4, 5-7","connection, lighthouse, purpose, sea, solitude",
7b51ed13-7aff-498d-bef0-5917d58b88fd,The Listening Walk,Paul Showers,4,pre-reader,picture-book,read-together,"A girl and her father walk through the neighborhood without talking, and the world gets incredibly loud.",active,True,https://covers.openlibrary.org/b/isbn/9780060216375-L.jpg,1991,"2-4, 5-7","neighborhood, observation, science-inquiry, senses, sound","language-arts, science, social-emotional"
ef8874ad-9b6f-4064-9066-c6838f9290e4,The Little House,Virginia Lee Burton,5,pre-reader,picture-book,read-together,A little house watches the city grow up around her across a century — and finally finds her way back to the countryside.,active,False,https://covers.openlibrary.org/b/id/8772064-L.jpg,1942,"2-4, 5-7","change, city-vs-country, environment, history, seasons","history, science, social-emotional"
6a899655-e69e-41bb-a5c6-1b6f498c7985,The Lorax,Dr. Seuss,5,pre-reader,picture-book,read-together,The Once-ler builds an industry that destroys an ecosystem — and a small orange creature tries to stop him one tree at a time.,active,False,https://covers.openlibrary.org/b/id/422253-L.jpg,1971,"2-4, 5-7","consequences, conservation, ecology, environment, industry",
10ca9ca4-fd5c-47bf-899c-cb3c10960301,The Napping House,Audrey Wood,4,pre-reader,picture-book,read-together,Everyone in the napping house piles on top of everyone else — until a tiny flea wakes the whole stack.,active,False,https://covers.openlibrary.org/b/id/114437-L.jpg,1984,2-4,"animals, cumulative-story, family, rain, sleep",
1ad99951-287e-4460-8df5-fbe74420d633,The Pout-Pout Fish,Deborah Diesen,4,pre-reader,picture-book,read-together,A glum fish believes he was born to spread dreary wearies — until a stranger's kiss changes his whole understanding of himself.,active,True,https://covers.openlibrary.org/b/id/8813366-L.jpg,2008,2-4,"community, emotions, ocean, self-expression",
cb7e34e5-ae22-4901-8833-1632ca317434,The Recess Queen,Alexis O'Neill,4,pre-reader,picture-book,read-together,"Mean Jean rules recess — until a new girl asks her to jump rope, and genuine friendliness resets the whole playground.",active,True,https://covers.openlibrary.org/b/id/276464-L.jpg,2002,"2-4, 5-7","bullying, change, courage, kindness, school",social-emotional
d9e4d160-c321-4088-aa30-6f75fdd9b1cf,The Relatives Came,Cynthia Rylant,5,pre-reader,picture-book,read-together,The relatives drive up from Virginia for the summer and fill every corner of the house — and the reunion is so warm it practically radiates off the page.,active,False,https://covers.openlibrary.org/b/id/4995900-L.jpg,1985,"2-4, 5-7","family, hospitality, reunion, summer, Virginia",
a91f8ae6-8fb6-43cd-9181-24d896e9bd19,The Snail and the Whale,Julia Donaldson,5,pre-reader,picture-book,read-together,"A tiny snail hitches a ride on a whale's tail and sees the whole world, until the whale needs the snail to save her.",active,True,https://covers.openlibrary.org/b/isbn/9781529023831-L.jpg,2003,"2-4, 5-7","courage, ecosystems, oceans, scale, world-geography","geography, language-arts, science, social-emotional"
3063c2bc-0e82-497d-806b-bdb62bcd24ed,The Truth about Dragons,Julie Leung,4,pre-reader,picture-book,read-together,Western dragons hoard gold and breathe fire; Eastern dragons bring rain and good fortune — and both are true.,active,True,https://m.media-amazon.com/images/I/91lPc6+MFcL._SL500_.jpg,2023,"2-4, 5-7","dragons, East-West-comparison, folklore, mythology, truth",
5bd407cd-074f-404c-adea-02af3c449cd3,The Ugly Five,Julia Donaldson,4,pre-reader,picture-book,read-together,"The wildebeest, hyena, vulture, warthog, and marabou stork are the ugliest animals on the savanna, and their babies think they are beautiful.",active,True,https://covers.openlibrary.org/b/isbn/9781784231033-L.jpg,2017,"2-4, 5-7","adaptation, African-animals, beauty, savanna, self-acceptance","geography, science, social-emotional"
f1d7c793-3417-4213-b9df-0a777d0ec403,The Very Hungry Caterpillar,Eric Carle,5,pre-reader,board-book,read-together,One tiny egg becomes a butterfly — and along the way teaches counting and one of biology's most astonishing transformations.,active,False,https://covers.openlibrary.org/b/id/7835968-L.jpg,1969,2-4,"counting, days-of-week, food, life-cycle, metamorphosis","math, science"
387d5b96-6ce7-4c00-a517-feea455729fb,The Very Quiet Cricket,Eric Carle,4,pre-reader,picture-book,read-together,"A cricket who can't yet chirp meets creature after creature — and the wait for his first sound teaches patience, communication, and insect biology.",active,True,https://covers.openlibrary.org/b/id/259476-L.jpg,1990,2-4,"communication, insects, nature, patience, sound",science
773a213f-f1ed-4df8-9a6a-f400de573c50,The Water Princess,Susan Verde,5,pre-reader,picture-book,read-together,"Based on Georgie Badiel's childhood in Burkina Faso, a girl walks miles for water.",active,True,https://covers.openlibrary.org/b/isbn/9786053706915-L.jpg,2016,"2-4, 5-7","Africa, daily-life, geography, social-justice, water-access","geography, history, science, social-emotional"
68871a75-fe24-4269-b1a9-2c83e1a589a4,The Way I Feel,Janan Cain,4,pre-reader,picture-book,read-together,"One emotion per page, fully inhabited — the most precise emotional vocabulary primer for young children.",active,True,https://covers.openlibrary.org/b/id/6815337-L.jpg,2000,2-4,"emotions, feelings, self-regulation, vocabulary",social-emotional
81ad82ba-60b4-4d23-b774-cf8839308b6f,The Yellow Bus,Loren Long,5,pre-reader,picture-book,read-together,"A school bus ages out of her route and finds unexpected new purpose — as shelter for the unhoused, home for goats, reef for fish.",active,True,https://covers.openlibrary.org/b/id/14844383-L.jpg,2024,"2-4, 5-7","aging, change, community, environment, purpose, time",
723695f6-6f46-46a9-ace7-489368e8a998,There Was a Party for Langston,Jason Reynolds,5,early-reader,picture-book,read-together,Every poet who came after Langston Hughes threw him a party without knowing it — and this book is an invitation to that party.,active,True,https://covers.openlibrary.org/b/id/14398973-L.jpg,2023,"2-4, 5-7","American-history, art, creative-legacy, Langston-Hughes, poetry",
4207d9b3-eb32-454e-84b1-2655737f6804,This Is Not My Hat,Jon Klassen,4,pre-reader,picture-book,read-together,A small fish in a stolen hat believes he will never be found — and the reader knows better the whole time.,active,True,https://covers.openlibrary.org/b/id/10207424-L.jpg,2012,"2-4, 5-7","consequences, ethics, humor, ocean, perspective",
16a917e6-21c1-4d6f-98d7-7db99bd63f3b,Thunder Cake,Patricia Polacco,5,pre-reader,picture-book,read-together,"Grandma gives a frightened granddaughter a secret task before the thunder arrives — and by the time the storm hits, brave is what she already is.",active,True,https://covers.openlibrary.org/b/id/259509-L.jpg,1990,"2-4, 5-7","bravery, cooking, fear, grandparent-bond, weather",
d39cfd58-7a23-480d-8e1c-a82179da2f55,"Tiny, Perfect Things",M.H. Clark,4,pre-reader,picture-book,read-together,"A grandfather and grandchild walk through their neighborhood looking for tiny, perfect things. They find them everywhere.",active,True,https://covers.openlibrary.org/b/isbn/9781946873064-L.jpg,2018,2-4,"attention, grandparent-bond, nature, observation, small-things, wonder","language-arts, science, social-emotional"
b30985e9-8191-4af9-a34b-975972e36415,"To Market, To Market",Anushka Ravishankar,4,pre-reader,picture-book,read-together,A woman goes to market and buys animals. Each one causes more chaos. The counting gets wilder.,active,True,https://covers.openlibrary.org/b/isbn/9788186211991-L.jpg,2007,2-4,"animals, chaos, commerce, counting, humor, Indian-market, trade","geography, language-arts, math"
b8fe33d4-df40-4627-836b-2596e8734c90,Too Much: An Overwhelming Day,Jolene Gutierrez,4,pre-reader,picture-book,read-together,"The world gives a little girl too much — too loud, too bright, too everything — until her mother's sheet-hug wraps the whole day back in.",active,True,https://covers.openlibrary.org/b/isbn/9781647008154-L.jpg,2023,2-4,"emotions, family, overwhelm, self-regulation, sensory-processing",social-emotional
3f342aec-3941-4d69-ab06-02534d97bcae,Tops and Bottoms,Janet Stevens,5,pre-reader,picture-book,read-together,A quick-witted hare tricks a lazy bear into farming — and every trick is rooted in real plant anatomy.,active,True,https://covers.openlibrary.org/b/id/3933061-L.jpg,1995,"2-4, 5-7","agriculture, cleverness, garden, plants, problem-solving",
4fd887ec-6984-4664-8564-e72eee0b5463,Towed by Toad,Jashar Awan,3,early-reader,early-reader,read-side-by-side,Toad wants to tow everything — and the humor of what a toad can and cannot actually tow escalates perfectly.,active,True,https://covers.openlibrary.org/b/id/14818562-L.jpg,2024,2-4,"friendship, humor, persistence, toad, vehicles",
71eabd85-0599-49f2-867b-b3de4230a3fb,Tuck Me In! A Science Bedtime Story,Nathan W. Pyle,4,pre-reader,picture-book,read-together,A parent tucks in a child at bedtime — and the science of what happens to your body during sleep is quietly woven into every page.,active,True,https://m.media-amazon.com/images/I/71zEZ9uE9tL._SL500_.jpg,2025,2-4,"bedtime, cells, nighttime, rest, science",science
9216b1b4-e511-470d-812b-807dd7074942,Unflappable,Matthew Ward,4,pre-reader,picture-book,read-together,Three flightless birds build increasingly elaborate machines to get airborne — and every failure is a lesson in engineering.,active,True,https://covers.openlibrary.org/b/id/14465019-L.jpg,2023,"2-4, 5-7","birds, design-process, engineering, flight, persistence",
e8dab9b4-63ba-485f-8314-e2f09773d625,We Are Water Protectors,Carole Lindstrom,5,pre-reader,picture-book,read-together,An Ojibwe girl hears her grandmother's prophecy about a black snake that will poison the water. Caldecott Medal.,active,True,https://covers.openlibrary.org/b/isbn/9781250780997-L.jpg,2020,"2-4, 5-7","activism, environment, Indigenous-rights, pipelines, water","geography, history, science, social-emotional"
73c66d22-6836-4eb8-90fb-de8ba318f613,We Go Way Back: A Story of Life on Earth and How It All Began,Idan Ben-Barak,5,early-reader,picture-book,read-side-by-side,"Life started 3.8 billion years ago — and this book traces the full line from first cell to you, in a way that somehow fits in 48 pages.",active,True,https://m.media-amazon.com/images/I/91A5G-lWIYL._SL500_.jpg,2023,"2-4, 5-7","biology, cells, evolution, origin-of-life, time",science
e15a32d2-db46-45a1-b7c0-4bd0bc90bde8,Wemberly Worried,Kevin Henkes,4,pre-reader,picture-book,read-together,Wemberly worries about everything — and school brings a thousand new worries until she finds another worrier just like her.,active,True,https://covers.openlibrary.org/b/id/432694-L.jpg,2000,"2-4, 5-7","anxiety, friendship, school, starting, worry",social-emotional
7fb484a2-68af-4f00-8168-a64ab5a3de94,What Do You Do with a Chance,Kobi Yamada,4,pre-reader,picture-book,read-together,A chance floats by and the child lets it go — and wonders ever after what would have happened.,active,True,https://covers.openlibrary.org/b/id/8402989-L.jpg,2018,"2-4, 5-7","chance, courage, growth, opportunity, regret",social-emotional
6b59dd98-013d-4778-b284-6a6fd5deb6f8,Where the Wild Things Are,Maurice Sendak,5,pre-reader,picture-book,read-together,Max sails to a land of monsters and discovers that home is the most powerful place of all — and that anger is something you can return from.,active,False,https://covers.openlibrary.org/b/id/50842-L.jpg,1963,2-4,"anger, emotional-regulation, home, imagination, wild-creatures","language-arts, social-emotional"
1f607623-2a18-431a-a092-98a523a298ac,Wind Watchers,Micha Archer,3,pre-reader,picture-book,read-together,"Children find joy, awe, and reverence in the wind — and Archer's collage illustrations make the invisible visible.",active,True,https://m.media-amazon.com/images/I/A1fMSXUw8yL._SL500_.jpg,2025,2-4,"children, joy, nature, observation, wind",
b1858f24-47bf-4366-9c8a-6f8b6a7a1beb,A Drop of Water,Walter Wick,5,independent,nonfiction,read-side-by-side,"Macro photographs so close to water you can see it think about whether to freeze, boil, or float.",active,True,https://covers.openlibrary.org/b/isbn/9780590221979-L.jpg,1997,"5-7, 8-10","photography, science-inquiry, states-of-matter, water-cycle, weather","art, geography, science"
f1a40664-c949-42b4-afdf-1df0dc3f441c,A Flea for Justice: Marian Wright Edelman Stands Up for Change,Valerie Bolling,5,early-reader,nonfiction,read-and-discuss,Marian Wright Edelman founded the Children's Defense Fund after realizing the civil rights movement had not yet reached the most vulnerable Americans — the children living in poverty.,active,True,https://covers.openlibrary.org/b/isbn/9781623545826-L.jpg,2025,5-7,"advocacy, children's-defense, civil-rights, Marian-Wright-Edelman, poverty",
38e1a8cf-2ac9-414f-a693-6cb01188c1b8,A Flicker of Hope: A Story of Migration,Cynthia Harmony,4,early-reader,picture-book,read-together,A child's migration story is told in parallel with a bird's migration — two creatures crossing uncertain distances toward something they can't yet see.,active,True,https://covers.openlibrary.org/b/id/14580497-L.jpg,2025,5-7,"bird, hope, journey, migration, refugee",
89ce5948-df69-44d0-8c56-aa3873fdb223,"A Line Can Go Anywhere: The Brilliant, Resilient Life of Artist Ruth Asawa",Caroline McAlister,4,early-reader,nonfiction,read-side-by-side,"Ruth Asawa spent her childhood in a Japanese American incarceration camp, where she learned to draw — and became one of the most innovative sculptors of the 20th century.",active,True,https://covers.openlibrary.org/b/isbn/9781250310378-L.jpg,2026,5-7,"Japanese-American, Ruth-Asawa, sculpture, wire, WWII-incarceration",
fb45189c-ae1c-4c48-afa1-d28b2f08acd8,A Rover's Story,Jasmine Warga,5,independent,chapter-book,read-side-by-side,A Mars rover learns what it means to be human from the humans who built him — and asks whether empathy can be programmed.,active,True,https://covers.openlibrary.org/b/id/12961667-L.jpg,2023,"5-7, 8-10","empathy, human-connection, Mars, robotics, space-exploration",
843303ec-5968-4384-a319-452755e169fb,Actual Size,Steve Jenkins,5,early-reader,nonfiction,read-side-by-side,A gorilla's hand is this big. Open the page. It is actual size.,active,True,https://covers.openlibrary.org/b/isbn/9788426134998-L.jpg,2004,"5-7, 8-10","animals, biology, comparison, measurement, scale","art, math, science"
dc1d1d42-ddf4-4135-939f-a38df5639ba3,Afloat,Kirli Saunders,3,early-reader,picture-book,read-together,A community faces a flood — and the Elder's indigenous knowledge provides the solution no one else thought of.,active,True,https://covers.openlibrary.org/b/id/14859266-L.jpg,2025,5-7,"collaboration, community, Elder, flood, indigenous-wisdom",
9ae77054-f851-46ba-9ed1-d23eba9d9284,After the Rain,Eleanor Spicer Rice,4,independent,nonfiction,read-side-by-side,"What happens in the natural world in the minutes and hours after rain falls? The answer involves chemistry, soil biology, and the most underrated creatures on Earth.",active,True,https://m.media-amazon.com/images/I/81oxx9v9xkL._SL500_.jpg,2026,5-7,"ecology, petrichor, rain, soil, worms",science
1c5e53e9-5189-40a1-9de1-8e0a7ccf16a9,Almost Underwear: How a Piece of Cloth Traveled from Kitty Hawk to the Moon and Mars,Jonathan Roth,5,independent,nonfiction,read-and-discuss,"The outer material of the Space Shuttle wasn't metal or glass — it was a specialized fabric quilted like a blanket, two inches thick. And one of its ancestors flew on the Wright Brothers' first airplane at Kitty Hawk.",active,True,https://covers.openlibrary.org/b/id/14810609-L.jpg,2025,"5-7, 8-10","aerospace, fabric, Kitty-Hawk, materials-science, space-shuttles",
e6420aaf-1a25-4930-9f0d-ba75334893dc,Amelia Bedelia,Peggy Parish,4,early-reader,early-reader,read-side-by-side,Amelia Bedelia takes every instruction she's given completely literally — and the chaos is a perfect lesson in the ambiguity of language.,active,False,https://covers.openlibrary.org/b/id/33823-L.jpg,1963,5-7,"community, humor, language, malapropisms",
1f6aad44-0cb4-4910-9b6b-229bd02189fb,Barbed Wire Between Us,Mia Wenjen,5,early-reader,nonfiction,read-and-discuss,"Japanese Americans incarcerated during WWII and young Latinx immigrants detained at the US-Mexico border today — two histories of children behind fences, one book.",active,True,https://m.media-amazon.com/images/I/71bkKQwsr5L._SL500_.jpg,2026,"5-7, 8-10","immigration, injustice, Japanese-American-incarceration, parallel, two-histories",
dc77e1c0-9c84-4b26-ac88-c447ec6146d6,Bat and the Business of Ferrets,Elana K. Arnold,3,independent,chapter-book,read-side-by-side,"Bat's ferret is central to a neighborhood mystery — and Bat, who is on the autism spectrum, approaches the mystery with the same methodical logic he applies to everything.",active,True,https://covers.openlibrary.org/b/isbn/9780063385153-L.jpg,2025,5-7,"bat, ferrets, friendship, mystery, small-animals",
bb09c5f5-da2c-41f0-932f-40008ee4a227,Bee Dance,Rick Chrustowski,5,early-reader,picture-book,read-side-by-side,A honeybee finds flowers. Then she goes home and dances the directions.,active,True,https://covers.openlibrary.org/b/isbn/9780805099195-L.jpg,2015,5-7,"bee-communication, foraging, hive-structure, math-in-nature, pollination, waggle-dance","math, science"
e93977d6-f035-4871-8148-3a25f2d78a1e,Before Colors: Where Pigments and Dyes Come From,Annette Bay Pimentel,5,early-reader,nonfiction,read-side-by-side,"Every color you've ever used started as something else — a rock, a plant, an insect, a shell — and this book shows exactly where.",active,True,https://covers.openlibrary.org/b/id/14333279-L.jpg,2023,5-7,"art, chemistry, color, history, pigments",
800fea57-6662-4603-ba6a-713c9dddd4d5,Ben Franklin's Almanac,Candace Fleming,5,independent,nonfiction,read-side-by-side,"Benjamin Franklin's life in scrapbook form — his inventions, his wit, his politics, and his contradictions all on the same page.",active,True,https://covers.openlibrary.org/b/id/435931-L.jpg,2003,"5-7, 8-10","American-history, Benjamin-Franklin, colonial-life, invention, wit",
31a38fbb-d870-4725-b154-298e1993bd82,"Blast Off!: The Story of Mary Sherman Morgan, America's First Female Rocket Scientist",Suzanne Slade,5,early-reader,nonfiction,read-side-by-side,Mary Sherman Morgan invented the fuel that launched America's first satellite — and no one outside the program knew for 50 years.,active,True,https://m.media-amazon.com/images/I/91wnMrPZFkL._SL500_.jpg,2023,5-7,"engineering, propellants, rockets, space-race, women-in-science",
ecb5ab1f-95d8-4715-8323-d001546e9099,Blockhead: The Life of Fibonacci,Joseph D'Agnese,5,early-reader,picture-book,read-side-by-side,A medieval Italian kid everyone called Blockhead discovered the number pattern that holds sunflowers and galaxies together.,active,True,https://covers.openlibrary.org/b/isbn/9780805063059-L.jpg,2010,"5-7, 8-10","Italy, math, medieval-history, nature, patterns","geography, history, math, science"
d5f135cf-43f0-47fa-b8e4-03e5ddaa14a1,Blockhead: The Life of Fibonacci,Joseph D'Agnese,5,early-reader,picture-book,read-side-by-side,The boy they called Blockhead saw numbers in everything. He was right.,active,True,https://covers.openlibrary.org/b/isbn/9780805063059-L.jpg,2010,"5-7, 8-10","biography, Fibonacci-sequence, math-in-nature, medieval-Italy, number-theory, patterns","art, history, math, science"
b57183ab-d9a4-4f90-90da-6ea888345ecb,"Bounce! The Wonderful, Wacky, World-Changing History of Rubber",Sarah Albee,4,independent,nonfiction,read-side-by-side,"Rubber changed the modern world — and its story involves Mesoamerican ball games, Charles Goodyear's obsession, and the chemistry of vulcanization.",active,True,https://m.media-amazon.com/images/I/81PGOBlMvQL._SL500_.jpg,2023,"5-7, 8-10","chemistry, history, industry, rubber, vulcanization",
1bf4d23c-e1d8-4670-a224-9a1375e1260a,Boxes for Katje,Candace Fleming,5,early-reader,picture-book,read-side-by-side,"After WWII destroyed her Dutch town, a girl receives a box from a stranger in America, and one box becomes hundreds.",active,True,https://covers.openlibrary.org/b/isbn/9780374309220-L.jpg,2003,5-7,"generosity, international-aid, mail, Netherlands, WWII-aftermath","geography, history, social-emotional"
8e478229-9125-411e-b7b8-7a51dc714b93,Brave,Weshoyot Alvitre,3,early-reader,picture-book,read-side-by-side,A reclamation of what bravery means through a Native American lens — because the brave things the history books don't mention are the ones that kept a culture alive.,active,True,https://covers.openlibrary.org/b/isbn/9780593531600-L.jpg,2025,5-7,"bravery, courage, identity, land, Native-American",
1c0ade34-f023-4e66-b5b7-a3aff9ad5ee7,Broken,X. Fang,3,early-reader,picture-book,read-together,A child breaks grandmother's favorite cup — and blames the cat. The moral arc is simple; the illustration is astonishing.,active,True,https://covers.openlibrary.org/b/isbn/9781774882009-L.jpg,2025,5-7,"blame, Chinese-culture, honesty, mistake, responsibility",social-emotional
c20f6e38-458d-498e-99fd-888520897f47,Building Our House,Jonathan Bean,5,early-reader,picture-book,read-side-by-side,"A family builds their own house from the ground up. Every board, every nail, every season.",active,True,https://covers.openlibrary.org/b/isbn/9780374380236-L.jpg,2013,5-7,"building, construction, family, house-building, seasons, teamwork, tools","art, math, science"
8fc585a6-3849-4abe-9b04-e29313b05529,By the Great Horn Spoon!,Sid Fleischman,4,independent,chapter-book,read-side-by-side,A Boston boy and his aunt's butler sail around Cape Horn to the California Gold Rush — and the butler's dignity is his greatest survival tool.,active,False,https://covers.openlibrary.org/b/id/14427875-L.jpg,1963,"5-7, 8-10","adventure, California, cleverness, Gold-Rush, ships",
adbdfed4-533a-4cd6-91be-f3af0d023496,Call Me Roberto!: The Story of Roberto Clemente,Nathalie Alonso,4,independent,nonfiction,read-side-by-side,Roberto Clemente refused to be called Bob — and that refusal was the beginning of everything else he refused.,active,True,https://m.media-amazon.com/images/I/91Adz68NRlL._SL500_.jpg,2023,"5-7, 8-10","baseball, courage, Puerto-Rico, racism, Roberto-Clemente",
74fca92f-7b4c-4fb8-ae2a-faf42357682e,Cece Loves Science,Kimberly Derting,4,early-reader,picture-book,read-side-by-side,Cece has a question about her dog. She does not Google it. She designs an experiment.,active,True,https://covers.openlibrary.org/b/isbn/9780062946089-L.jpg,2018,5-7,"data-collection, dogs, experiment, hypothesis, observation, scientific-method","language-arts, math, science"
ab228eee-437b-4c36-a41f-bb5227a72cd8,"Change Is in the Air: The Hidden Discoveries of Eunice Newton Foote, the First Climate Scientist",Rebecca Donnelly,5,early-reader,nonfiction,read-side-by-side,"Eunice Newton Foote discovered that CO2 traps heat in the atmosphere in 1856 — and because she was a woman, John Tyndall got the credit three years later.",active,True,https://m.media-amazon.com/images/I/81OWA11HLPL._SL500_.jpg,2026,5-7,"climate-science, CO2, greenhouse-effect, suffrage, women-in-science",
fa6321a2-dc99-44c0-bf99-c6c9e1c68fe7,Charlotte's Web,E.B. White,5,independent,chapter-book,read-side-by-side,"A spider writes words in her web to save a pig — and asks children to think about friendship, mortality, and what a life well spent looks like.",active,False,https://covers.openlibrary.org/b/id/8461797-L.jpg,1952,"5-7, 8-10","death, farm-life, friendship, seasons, spiders, writing","language-arts, science, social-emotional"
77e83662-03df-4ab5-88a6-46ae6bd05fc3,City Safari: A Young Naturalist's Guide to Discovering Nature in the City,Jenette Restivo,4,independent,nonfiction,read-side-by-side,"The city is a wildlife refuge hiding in plain sight — and this field guide gives children the tools to find it, identify it, and record it.",active,True,https://covers.openlibrary.org/b/isbn/9781493088157-L.jpg,2025,"5-7, 8-10","citizen-science, city, nature, observation, urban-ecology",science
2f2b023f-1da6-43f1-ba87-7cd177e87077,"City Summer, Country Summer",Kiese Laymon,3,early-reader,picture-book,read-together,"Three Black boys spend a summer in the city and a summer in the country, finding that both are home in ways neither could have expected.",active,True,https://covers.openlibrary.org/b/isbn/9780593405567-L.jpg,2025,5-7,"Black-joy, city-vs-country, family, friendship, summer",social-emotional
8b2ea0be-bf21-4a2c-a4c0-bba3e132b99a,Clementine,Sara Pennypacker,4,independent,chapter-book,read-side-by-side,"Clementine has a terrible week — but the disasters are all her own very logical ideas, and her relationship with her principal is the funniest in chapter book literature.",active,True,https://covers.openlibrary.org/b/id/7368598-L.jpg,2006,5-7,"art, Boston, friendship, humor, school",
0a10c794-5a1d-4a86-add4-977225aa055a,Cora's Beach Adventure,Sally M. Walker,4,independent,nonfiction,read-side-by-side,"A day of science-based discovery at the shore — tide pools, sand, birds, and the scientific method modeled through genuine curiosity.",active,True,https://m.media-amazon.com/images/I/81Nz5pvXvGL._SL500_.jpg,2026,5-7,"beach, marine-biology, observation, science, tide-pools",science
6afdb8b6-c7b4-4608-a2f6-7879808da19c,"Creep, Leap, Crunch! A Food Chain Story",Jody Jensen Shaffer,4,early-reader,nonfiction,read-side-by-side,"From worm to robin to hawk to decomposer — the food chain is a circle, and this book walks it complete.",active,True,https://covers.openlibrary.org/b/id/14549627-L.jpg,2023,5-7,"ecology, energy-transfer, food-chain, habitats, predation",science
d3176829-93dd-4713-ba5f-756782c72da2,Debbie Allen's Rise to Fame,Tami Charles,4,early-reader,nonfiction,read-side-by-side,Debbie Allen fought racism to study ballet as a child — and became one of the most powerful figures in American television and dance.,active,True,https://m.media-amazon.com/images/I/81eV-ZHQCvL._SL500_.jpg,2025,5-7,"choreographer, dancer, Debbie-Allen, perseverance, television",
d4217ade-e4f8-446c-8d5c-ff1428961ed6,Digging Up Dinosaurs,Aliki,5,early-reader,nonfiction,read-side-by-side,The dinosaur in the museum did not walk in through the front door. Someone dug it up bone by bone.,active,False,https://covers.openlibrary.org/b/isbn/9781559943024-L.jpg,1988,5-7,"fossils, geology, museums, paleontology, scientific-process","art, history, math, science"
